DRUG_Common_name	interaction_score	n_interactions	n_target_interactions	target_profile_interaction_specificity	is_profile_active_drug	AOC1	AOC3	DDC	HTR1A	HTR1B	HTR1D	HTR1E	HTR1F	HTR2A	HTR2B	HTR2C	HTR3A	HTR3B	HTR3C	HTR3D	HTR3E	HTR4	HTR5A	HTR6	HTR7	IL4I1	MAOA	MAOB
3-hydroxybutyryl-coenzyme a	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-hydroxyglutaric acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-hydroxymethyl-5-aziridinyl-1methyl-2-[1h-indole-4,7-dione]-propanol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-hydroxypropyl 3-[(7-carbamimidoyl-1-naphthyl)carbamoyl]benzenesulfonate	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-indolebutyric acid	0	4	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-isobutyl-1-methyl-7h-xanthine	0	8	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-mercapto-1-(1,3,4,9-tetrahydro-b-carbolin-2-yl)-propan-1-one	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-mercuri-4-aminobenzenesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-methoxybenzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-methyl-n-(pyridin-4-ylmethyl)imidazo[1,2-a]pyrazin-8-amine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-methylfentanyl	0	3	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-methylphenylalanine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-methylpyridine	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-methylthiofentanyl	0	3	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-nitro-4-(2-oxo-pyrrolidin-1-yl)-benzenesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-nitro-l-tyrosine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-oxiran-2ylalanine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-oxo-n-[(3s)-2-oxopyrrolidin-3-yl]dodecanamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-phenyl-1,2-propandiol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-phenyl-5-(1h-pyrazol-3-yl)isoxazole	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-phenylpropylamine	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-phospho-d-glyceric acid	0	3	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-phosphono-d-alanine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-pyridin-4-yl-1h-indazole	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-pyridin-4-yl-2,4-dihydro-indeno[1,2-.c.] pyrazole	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-pyridin-4-yl-2,4-dihydro-indeno[1,2-.c.]pyrazole	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-sulfino-l-alanine	0	3	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-thiaoctanoyl-coa	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-tyrosine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,20-pregnanedione	0	4	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,3',5,5'-tetrachlorobiphenyl-4,4'-diol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,4-dichloroisocoumarin	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,4-dihydro-2'-deoxyuridine-5'-monophosphate	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,4-dihydro-2h-pyrrolium-5-carboxylate	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,4-dihydro-5-methyl-isoquinolinone	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,4-dihydroxy-1-methylquinolin-2(1h)-one	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,4-dihydroxycinnamic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,5-difluorobenzenesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,5-diiodotyrosine	0	4	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,5-dimethyl-1-(3-nitrophenyl)-1h-pyrazole-4-carboxylic acid ethyl ester	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,5-dimethyl-1-phenyl-1h-pyrazole-4-carboxylic acid ethyl ester	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,5-dimethyl-1h-pyrazole-4-carboxylic acid ethyl ester	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,5-dinitrocatechol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,5,6,8-tetramethyl-n-methyl phenanthrolinium	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,6-diamino-5-cyano-4-(4-ethoxyphenyl)thieno[2,3-b]pyridine-2-carboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,6-dihydroxy-xanthene-9-propionic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,6,9,12,15-pentaoxaheptadecan-1-ol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,6,9,12,15-pentaoxaheptadecane	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,6,9,12,15-pentaoxatricosan-1-ol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,6,9,12,15,18-hexaoxaicosane	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,8-diamino-6-phenyl-5-[6-[1-[2-[(1,2,3,4-tetrahydro-9-acridinyl)amino]ethyl]-1h-1,2,3-triazol-4-yl]hexyl]-phenanthridinium	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,8-diamino-6-phenyl-5-[6-[1-[2-[(1,2,3,4-tetrahydro-9-acridinyl)amino]ethyl]-1h-1,2,3-triazol-5-yl]hexyl]-phenanthridinium	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,8-dibromo-7-hydroxy-4-methyl-2h-chromen-2-one	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3,8,9,10-tetrahydroxy-7-hydroxymethyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3'-deoxy 3'-amino adenosine-5'-diphosphate	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3'-deoxy-3'-aminothymidine monophosphate	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3'-deoxyguanosine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3'-fluoro-3'-deoxythymidine 5'-monophosphate	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3'-oxo-adenosine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3'-phosphate-adenosine-5'-diphosphate	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3'-phospho-5'-adenylyl sulfate	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3'-thio-thymidine-5'-phosphate	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3'-uridinemonophosphate	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3h-indole-5,6-diol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3h-pyrazolo[4,3-d]pyrimidin-7-ol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-((3r,4s,5r)-4-amino-3,5-dihydroxy-hex-1-ynyl)-5-fluoro-3-[1-(3-methoxy-1h-pyrrol-2-yl)-meth-(z)-ylidene]-1,3-dihydro-indol-2-one	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-({(2r,5s)-2,5-dimethyl-4-[(2r)-3,3,3-trifluoro-2-hydroxy-2-methylpropanoyl]piperazin-1-yl}carbonyl)benzonitrile	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-({[(4-methylpiperazin-1-yl)amino]carbonothioyl}amino)benzenesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-({[4-(3-methylbenzoyl)pyridin-2-yl]amino}methyl)benzenecarboximidamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-({4-[(4-aminobut-2-ynyl)oxy]phenyl}sulfonyl)-n-hydroxy-2,2-dimethylthiomorpholine-3-carboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-({4-[(6-chloro-1-benzothien-2-yl)sulfonyl]-2-oxopiperazin-1-yl}methyl)benzenecarboximidamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-({5-[(4-aminocyclohexyl)amino][1,2,4]triazolo[1,5-a]pyrimidin-7-yl}amino)benzenesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(1-benzyl-3-carbamoylmethyl-2-methyl-1h-indol-5-yloxy)-butyric acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(1,3-benzodioxol-5-yl)-5-(5-ethyl-2,4-dihydroxyphenyl)-2h-pyrazole-3-carboxylic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(1,3-benzodioxol-5-yloxy)-2-[4-(1h-imidazol-1-yl)phenoxy]-6-methylpyrimidine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(1,3-benzodioxol-5-yloxy)-2-[4-(1h-imidazol-1-yl)phenoxy]pyrimidine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(1,3,2-dioxaborolan-2-yloxy)butan-1-aminium	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(1h-imidazol-1-yl)phenol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(1h-imidazol-4-yl)-3-(5-ethyl-2,4-dihydroxy-phenyl)-1h-pyrazole	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(1r,3as,4r,8as,8br)-[1-difluoromethyl-2-(4-fluorobenzyl)-3-oxodecahydropyrrolo[3,4-a]pyrrolizin-4-yl]benzamidine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2-(1h-imidazol-4-yl)ethylamino)-2-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2-{[4-{[3-(4-chlorophenyl)propyl]sulfanyl}-6-(1-piperazinyl)-1,3,5-triazin-2-yl]amino}ethyl)phenol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2-amino-1-methyl-1h-imidazo[4,5-b]pyridin-6-yl)phenol	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2-amino-1,3-thiazol-4-yl)phenol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2-aminoethoxy)-3,5-dichloro-n-[3-(1-methylethoxy)phenyl]benzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2-aminoethoxy)-n-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2-aminoethoxy)-n-(3-chloro-2-ethoxy-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2-aminoethoxy)-n-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2-aminoethyl)-2-cyclohexylphenol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2-aminoethyl)-2-ethylphenol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2-aminoethyl)benzenesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2-aminoethyl)benzenesulfonyl fluoride	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2-aminophenyl)-4-oxobutanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2-chlorophenyl)-8-(2-hydroxyethyl)-6-methylpyrrolo[3,4-e]indole-1,3(2h,6h)-dione	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2-hydroxybenzylamino)-n-(3-(4-fluorophenoxy)phenyl)piperidine-1-sulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2,2,2-trifluoroethyl)-l-phenylalanine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2,4-dimethyl-1,3-thiazol-5-yl)-n-[4-(trifluoromethyl)phenyl]-2-pyrimidinamine	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2,4-dimethyl-thiazol-5-yl)-pyrimidin-2-ylamine	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2,5-diamino-5-hydroxy-pentyl)-phenol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(2,5-dichloro-thiophen-3-yl)-pyrimidin-2-ylamine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(3-{[5-(trifluoromethyl)pyridin-2-yl]oxy}benzyl)piperidine-1-carboxylic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(3-amino-1h-indazol-5-yl)-n-tert-butylbenzenesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(3-pyridin-2-yl-1h-pyrazol-4-yl)quinoline	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(4-chlorobenzyl)-1-(7h-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(4-chlorophenyl)-4-[4-(1h-pyrazol-4-yl)phenyl]piperidine	0	4	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(4-chlorophenyl)imidazole	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(4-fluorobenzyl)piperidine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(4-fluorophenyl)-1-cycloropropylmethyl-5-(4-pyridyl)-imidazole	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(4-hydroxy-3-methylphenyl)-6-phenylpyrimidin-2(5h)-one	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(4-hydroxyphenyl)-1-naphthaldehyde oxime	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(4-methoxy-1h-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(4-methylpiperazin-1-yl)-n-[5-(2-thienylacetyl)-1,5-dihydropyrrolo[3,4-c]pyrazol-3-yl]benzamide	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(4-propoxy-1h-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(4-styryl-phenylcarbamoyl)-butyric acid	0	3	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(5-benzenesulfonylamino-1-methyl-1h-benzoimidazol-2-ylmethyl)-benzamidine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(5-bromo-2-oxo-2h-indol-3-ylazo)-benzenesulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(5-phenyl-1h-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(5,11-dioxo-5h-indeno[1,2-c]isoquinolin-6(11h)-yl)butanoate	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(6-{[(1r)-1-(hydroxymethyl)propyl]amino}imidazo[1,2-b]pyridazin-3-yl)benzoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(6-{[(4-methylcyclohexyl)amino]methyl}-1,4-dihydroindeno[1,2-c]pyrazol-3-yl)benzoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(6-cyclohexylmethoxy-9h-purin-2-ylamino)--benzamide	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(6-hydroxy-1h-indazol-3-yl)benzene-1,3-diol	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(6-hydroxy-benzo[d]isoxazol-3-yl)benzene-1,3-diol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(acetylamino)-n-(4-fluorophenyl)-1h-pyrazole-3-carboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(aminosulfonyl)-n-[(2,3,4-trifluorophenyl)methyl]-benzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(aminosulfonyl)-n-[(2,4-difluorophenyl)methyl]-benzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(aminosulfonyl)-n-[(2,4,6-trifluorophenyl)methyl]-benzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(aminosulfonyl)-n-[(2,5-difluorophenyl)methyl]-benzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(aminosulfonyl)-n-[(3,4,5-trifluorophenyl)methyl]-benzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(aminosulfonyl)-n-[(4-fluorophenyl)methyl]-benzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(benzhydryloxy)-1-[3-(1h-tetraazol-5-yl)propyl]piperidine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(dimethylamino)-n-[7-(hydroxyamino)-7-oxoheptyl]benzamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(fluorophenyl)-1-cyclopropylmethyl-5-(2-amino-4-pyrimidinyl)imidazole	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(hydrogen sulfate)-beta-d-galactopyranose	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(hydroxymethyl)benzamidine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(methylsulfonyl)benzenecarboximidamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(n,n-dimethylamino)cinnamoyl-coa	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-(quinolin-3-ylmethyl)piperidine-1-carboxylic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-[(10s,14s,18s)-18-(2-amino-2-oxoethyl)-14-(1-naphthylmethyl)-8,17,20-trioxo-7,16,19-triazaspiro[5.14]icos-11-en-10-yl]benzylphosphonic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-[(1e,7e)-8-(2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)-3,6-dioxa-2,7-diazaocta-1,7-dien-1-yl]benzoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-[(1s,2r,5s)-4,4,8-trimethyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
